	pex19_1	pex19_2	pex19msp1_1	pex19msp1_2	pex3_1	pex3_2	pex3_3	pex3msp1_1	pex3msp1_2	pex3msp1_3
BOI2	12.3281	6.85857	11.3273	8.17001	9.81471	9.8445	10.5705	10.2916	10.1526	10.6421
AVT6	12.4196	7.88714	9.07871	7.4953	9.59549	7.72363	12.88	12.5048	7.33377	13.0816
SCS2	10.8253	11.7954	11.6047	8.77241	13.3443	10.6379	5.78628	9.55475	11.4782	6.2008
GLO3	13.2073	3.70818	8.78253	4.65256	13.9811	8.22385	12.648	12.2732	10.0172	12.5061
YCK3	9.47748	6.58086	7.88306	5.6489	11.8654	10.5057	11.6963	11.2373	11.6524	13.4526
RSP5	12.1178	5.85249	11.3374	6.85843	9.97031	11.3914	10.4896	10.7435	11.5702	9.66877
NSA2	10.3733	7.50486	9.06273	6.5024	13.1368	11.4734	9.2828	11.0565	12.974	8.63322
VFA1	9.95224	9.09887	8.80971	8.7249	11.4061	11.1723	8.97061	10.3882	12.6183	8.85873
SAK1	12.6447	6.27157	8.60273	7.29777	10.7955	12.8956	9.30969	10.2386	12.7423	9.20146
RPS26B	10.5897	3.00275	8.35268	5.63149	22.7982	10.137	5.37721	13.3863	15.0936	5.63108
PMD1	8.98296	11.3416	9.7266	8.12886	11.095	10.8843	8.84575	10.5535	13.2712	7.17025
GLC7	11.7138	6.2094	13.3094	7.93272	8.12775	13.2661	9.52812	11.3242	9.79954	8.78913
YER134C	11.9848	4.4766	7.20651	5.45651	14.5519	7.71429	11.884	13.0236	7.34694	16.3548
GDI1	11.0812	3.30437	8.83104	5.20231	11.0559	11.5084	12.3962	11.4868	12.4739	12.6598
COX15	11.0704	12.2876	9.99587	13.5063	8.59874	9.53985	8.60473	10.0929	6.6709	9.63265
DDI1	11.9394	4.57403	8.09648	4.99157	12.462	11.2209	10.8032	10.3507	14.2049	11.3569
UBP5	8.47838	10.7392	8.17426	10.395	6.14294	15.427	8.49577	9.59314	13.0605	9.49393
FTR1	9.93394	5.39428	8.89933	5.49138	9.94147	8.15068	15.2318	14.5561	8.38966	14.0114
SCC4	9.58744	5.6327	10.0504	8.23127	10.0923	9.18966	8.43126	15.7703	14.4479	8.56671
SPT15	8.43169	4.11392	6.84536	5.20222	17.3151	6.02425	7.99058	19.1661	10.6473	14.2634
UBP3	11.3634	7.46632	11.3105	7.37071	10.9582	11.3107	10.3604	9.29366	11.9561	8.60997
PET122	10.2185	11.3472	11.2589	13.9085	7.28769	11.0044	9.06344	9.74404	8.42774	7.73972
OXA1	8.76101	13.2809	10.0553	11.2049	10.3132	8.7799	10.0019	8.82378	8.2963	10.4828
BEM2	11.9107	5.68848	12.5716	6.99787	11.1999	10.9042	9.91565	11.3269	10.0742	9.41042
YER156C	12.3636	3.5715	9.0288	5.47878	9.85329	10.2982	12.7053	12.5305	11.3021	12.8679
COG3	12.5375	9.4449	12.1109	8.95293	11.18	11.6502	8.95392	8.65495	8.71712	7.79763
BUR6	11.6313	4.62871	5.51136	5.42062	18.1118	8.33132	10.4481	16.9226	7.7055	11.2888
SPT2	9.4572	5.76131	8.28191	6.74569	13.6292	13.2237	8.02194	11.3515	12.144	11.3834
CHD1	9.79382	6.21101	9.47677	7.00775	16.3096	7.8368	8.63094	14.2713	9.289	11.173
PAB1	10.9841	4.50823	11.8365	5.62718	11.4556	9.38783	11.1543	12.361	12.564	10.1213
DNF1	10.7089	7.27231	9.70082	7.26073	11.2224	10.9827	10.3936	10.9575	11.4382	10.0629
CCA1	8.65666	14.207	10.0597	13.5264	8.36736	10.0608	8.71312	9.01406	8.71128	8.68348
RPH1	11.6455	4.26921	7.86267	5.35978	14.0356	8.73836	13.1198	11.4425	8.99828	14.5284
RAD3	11.9206	6.71395	8.32102	8.18025	13.3009	13.0407	7.96009	10.6113	8.74442	11.2068
GRX4	10.8008	4.12251	8.41973	5.00032	11.7847	9.43554	13.6863	10.9479	12.5158	13.2864
TMT1	11.9792	3.34235	8.40845	4.67249	12.0059	10.8225	13.209	11.7904	13.2914	10.4783
PDA1	9.27835	13.9943	10.9217	13.1199	7.53258	9.50281	9.68034	8.17564	8.75542	9.039
FMP10	9.57397	10.3948	11.1412	11.6342	7.96712	9.71695	9.97546	10.3902	8.44504	10.7611
FAU1	8.45899	15.1249	9.98422	14.3437	7.35697	9.64222	8.28004	8.67145	8.90007	9.2374
YER186C	10.2362	2.34994	7.71771	5.39905	12.9026	14.0628	12.5031	10.5342	13.6785	10.6158
DEG1	10.2903	10.271	11.1282	11.8013	7.82724	9.37322	10.5006	9.77966	9.62143	9.40699
SPB4	10.5777	6.0309	8.64566	6.09139	13.0878	10.7523	9.63784	12.6621	11.9335	10.5808
VTC2	12.5627	5.00802	7.95879	5.08988	13.5522	10.8044	11.3533	11.1686	11.6594	10.8427
SEC4	9.85976	8.7526	7.76696	8.34222	9.91979	11.682	11.0045	10.3325	11.5261	10.8136
SMC1	11.5335	5.58323	8.365	5.85042	15.0744	9.06332	8.7719	13.8524	9.74877	12.1571
WWM1	10.3256	9.60291	9.19146	8.07145	11.4024	8.9664	8.71968	10.9036	11.6767	11.1398
IES1	9.38747	5.93281	9.06546	5.80222	15.8732	8.9467	8.08394	15.6171	9.51711	11.774
HSP12	9.21222	2.42582	7.78578	6.55802	16.4612	14.3892	8.35437	9.60948	17.5083	7.69562
MDJ1	9.64282	13.1796	10.5409	10.807	8.83386	8.31087	9.7873	9.09207	9.01564	10.7899
GNA1	11.7512	3.78729	8.85114	4.82444	12.3321	11.9275	10.3403	11.6888	11.5438	12.9535
LPD1	9.34696	13.8113	10.462	13.5406	8.96183	8.94959	9.4171	7.95532	8.16908	9.38631
GAT1	10.8851	5.80053	6.57607	4.47215	15.2406	7.13637	9.33916	15.9432	8.39421	16.2127
FRS2	13.1107	3.1297	8.51957	4.76146	11.484	8.72618	13.3783	12.4358	11.4604	12.9939
EPL1	9.69514	5.31733	9.36668	5.95138	16.3594	8.49438	7.78899	15.3304	9.63916	12.0571
BST1	11.0594	5.96064	9.64549	7.57994	9.63451	9.90242	10.8232	11.6779	11.3022	12.4144
STE2	13.2943	7.1055	8.63386	5.30821	11.6373	11.1946	8.44812	11.7447	11.6776	10.9558
GYP8	7.76569	5.58723	13.034	18.2737	8.56378	6.59405	6.30969	12.2625	10.0805	11.5289
CAF16	13.4192	3.25133	7.76942	4.32181	12.8036	9.50739	13.1807	12.7825	10.4214	12.5427
CAK1	6.23535	9.43382	4.45345	11.1289	5.14595	24.6827	8.04321	5.42441	17.1498	8.30241
AGX1	9.44184	15.1857	10.9248	13.0408	6.76743	10.0549	8.96825	8.17419	8.73637	8.70573
RIM15	9.10051	6.59668	8.15298	7.11308	10.4188	7.24225	17.2386	10.8977	6.37507	16.8643
RPL22B	11.3167	3.94303	10.9071	4.99443	11.7486	9.33689	11.5174	14.0525	11.16	11.0233
YFL034W	12.7317	5.85902	8.0725	6.13317	12.9087	10.138	10.7232	10.7385	11.4913	11.2039
RPO41	10.4522	16.0496	11.4153	11.6409	9.69497	6.87937	8.41551	8.93829	7.73072	8.7832
TUB2	12.803	2.879	5.23302	4.06458	17.6359	8.03378	10.9528	15.2496	7.5171	15.6312
YPT1	9.53115	7.95154	8.70539	8.03216	9.76755	11.3623	10.9711	11.0065	11.7546	10.9177
ACT1	11.6328	3.741	11.1119	6.1341	13.0464	9.39096	10.3662	12.8198	12.369	9.38784
FET5	12.1913	3.33271	7.22271	3.84524	13.0862	8.31565	13.4888	11.8613	9.01702	17.639
YFL042C	11.4632	8.56972	10.0067	7.5313	12.7806	13.2328	7.30129	9.84134	13.516	5.75705
OTU1	8.23011	9.76804	4.73389	7.2254	7.85567	22.3248	8.54265	7.42724	16.2201	7.67211
SEC53	12.1772	3.26599	7.33185	4.7135	12.813	9.69913	13.1233	11.8658	10.911	14.0991
FMP32	9.96157	11.8368	7.09339	14.0144	16.7791	9.25504	6.86669	9.71386	7.54488	6.93431
RGD2	10.3913	5.94043	9.83737	8.29197	9.09447	13.565	9.18216	11.848	12.9006	8.94873
EMP47	10.7083	6.25253	8.90145	6.05247	12.4534	11.1825	11.3522	10.1613	12.7451	10.1907
SWP82	9.335	6.52176	10.4566	7.73049	12.7762	7.36314	7.09944	14.6737	12.3358	11.7079
SNZ3	11.6344	5.79511	5.78215	5.4347	10.9521	9.67374	12.3249	13.0391	8.87378	16.4901
YFL064C	7.34656	11.702	11.3928	16.2631	5.99101	9.04868	7.69186	11.2211	9.60044	9.7425
LOC1	10.3939	4.04491	8.63884	5.81882	14.8713	12.3944	8.40529	11.5777	14.8679	8.98701
NIC96	9.55208	6.76237	8.32351	6.97949	10.5934	12.0299	13.0493	9.9426	11.5086	11.2587
YPI1	13.1689	4.22797	7.64664	5.4215	9.6767	9.58193	10.3506	12.9808	11.2964	15.6485
RPN11	12.8904	3.43818	10.644	5.3858	9.59302	10.1068	13.6987	11.0931	11.8314	11.3186
YFR006W	10.1367	7.05162	10.7185	8.1621	7.88016	13.2155	11.4521	11.3252	10.027	10.0311
YFH7	9.13461	6.25449	5.96115	5.75928	11.0118	12.0328	12.6866	11.2132	11.3055	14.6406
FAR7	9.25763	9.0353	12.1106	12.3165	11.4359	10.9188	7.49644	8.42785	14.2175	4.78354
GCN20	13.9432	4.90912	7.08173	5.47604	15.2512	8.48755	11.9175	12.1573	9.04145	11.7349
UBP6	12.2311	3.53052	10.2064	4.62082	11.0977	9.84241	14.0517	10.3091	12.2052	11.905
AIM13	8.77216	14.3122	9.93495	12.0626	9.26549	8.31225	8.99331	9.28318	7.85333	11.2105
IOC3	9.57952	7.94748	10.0788	8.16775	12.7312	7.62884	8.55465	14.7552	8.72558	11.8309
CMK1	11.1392	5.33109	8.67143	7.27552	9.91223	13.0584	11.7133	11.9113	10.2675	10.7201
GSY1	12.1024	3.7602	12.5654	6.74487	9.72033	11.145	11.2088	12.5418	11.1862	9.02492
YFR016C	10.727	3.45493	8.89722	6.22252	14.0322	11.5895	7.77761	12.0814	16.8881	8.32951
YFR018C	7.7668	10.4183	11.5322	12.6984	6.90681	11.3367	8.91246	9.95654	12.1139	8.35784
FAB1	11.9361	8.57615	8.57176	8.44234	12.4685	10.5641	10.2366	9.34508	9.16758	10.6918
LSB3	13.7336	4.37412	8.64033	5.00295	15.0972	11.0096	9.18234	11.8658	11.07	10.0241
ULI1	5.31153	7.2252	11.4524	17.1431	8.40933	14.2962	5.92111	9.845	14.7756	5.62057
CDC14	9.5926	4.28042	9.02037	5.28418	10.4905	11.088	9.68324	15.0514	12.0263	13.483
PTR3	7.82118	6.05124	8.30573	8.98508	8.42498	11.0798	11.9933	13.6416	11.7429	11.9542
SMC2	10.9957	5.60742	8.39135	6.4251	14.2126	9.23966	8.72758	14.1731	9.96392	12.2635
RPL2A	12.8631	4.74295	10.0225	5.6218	11.9239	8.63759	11.9089	13.0466	10.2315	11.0011
QCR6	4.09809	21.899	8.91135	21.0511	9.74999	8.31515	2.08828	8.1396	10.0174	5.73002
RSC8	9.31732	5.839	8.73366	6.19048	14.0212	8.71158	8.32225	14.9384	11.5506	12.3755
YFR039C	10.2789	9.33087	11.5134	9.52699	8.64954	10.7433	10.9296	9.64249	10.1333	9.25161
SAP155	10.456	5.67646	7.03688	6.65962	11.0678	13.1894	12.7969	9.76602	11.7574	11.5935
ERJ5	9.86877	6.41675	9.17261	7.37263	11.4518	10.3621	11.9636	10.1251	11.9238	11.3428
DUG1	11.921	10.1458	10.5634	8.60167	10.0854	9.4521	10.9326	9.5394	9.64975	9.10899
YFR045W	7.74265	14.1983	10.1228	12.5595	8.64817	9.61148	8.83172	9.27589	8.53222	10.4773
BNA6	10.7916	3.72801	9.69814	6.02265	9.37837	11.5539	11.6898	13.6847	11.9279	11.5249
RMD8	12.9939	5.52443	9.52515	5.07398	12.589	9.71964	12.5173	11.5731	8.95936	11.5242
YMR31	9.276	14.0322	9.80193	11.8134	8.94331	8.89678	9.0741	9.05227	8.45531	10.6547
RET2	9.5772	9.20222	9.8532	11.4647	10.6123	9.96338	9.24679	11.1498	8.95255	9.97785
HXK1	12.0919	3.07931	7.88146	4.42787	12.0472	11.1789	13.296	11.3861	11.3403	13.2709
ERG26	10.3073	6.7358	8.76387	6.4874	12.1627	10.1131	11.7727	10.827	10.6808	12.1493
ERP6	15.1496	6.90159	9.79042	7.60424	12.7464	9.98035	10.5984	9.98201	9.61076	7.63622
RPN14	12.8197	3.31303	9.4624	4.5296	11.9606	9.43714	13.591	11.0354	12.0835	11.7676
PMC1	12.0835	4.3148	8.29333	5.29133	12.575	10.3148	12.6929	12.0677	9.89121	12.4755
PMA1	10.895	10.8625	9.70243	7.45039	11.8858	8.33957	11.0392	9.48452	9.60123	10.7394
LEU1	10.0681	3.0707	7.5691	5.08115	9.72837	12.0841	14.508	10.5496	11.4504	15.8906
YGL010W	9.65623	5.79834	8.14186	8.71467	14.0822	13.2843	9.55218	10.8994	12.8763	6.99455
SCL1	13.6504	3.83927	10.1517	5.58265	10.8807	8.9492	13.9603	11.9111	10.2118	10.8629
ERG4	10.5976	8.37364	8.54019	8.02637	11.2124	10.9061	9.52481	12.7231	9.14963	10.9462
PDR1	9.24377	7.94258	9.50885	10.1911	10.0532	17.5027	5.31522	12.7408	11.2382	6.26361
PUF4	11.1037	8.19756	9.39686	7.2129	10.1133	12.4258	9.93605	11.6546	12.0185	7.94075
KAP122	8.99908	7.50237	7.20694	8.02471	12.6874	13.2492	10.87	9.06152	10.6392	11.7595
JAC1	8.11485	16.4107	9.04712	17.9766	9.15239	10.3647	6.78742	7.34624	8.39416	6.40574
CKB1	12.2183	5.04403	9.74783	5.74226	12.1877	11.8971	8.95036	11.7799	10.7758	11.6567
GET1	10.4678	8.11131	9.51898	8.41334	11.8446	10.56	9.65028	10.287	11.9699	9.17688
STT3	11.0665	6.45437	9.47334	7.02813	9.56464	11.4664	11.419	11.1689	10.873	11.4858
PIB2	10.7245	6.7323	7.25078	6.87603	11.7748	11.0254	10.0935	11.0411	12.0739	12.4076
TRP5	12.3062	5.53785	7.72616	5.59324	10.1013	11.581	13.3974	10.6139	11.4566	11.6865
CWH41	9.038	9.39151	11.8166	10.1537	8.61058	10.3134	9.56543	10.075	13.1245	7.91131
RPL30	12.8121	4.22458	10.7423	6.32692	10.6873	10.0554	12.3687	13.5365	9.89005	9.35612
RPL24A	12.7666	4.43787	10.7126	4.95296	14.287	8.20531	12.1208	11.3906	11.4241	9.7021
PNC1	13.5738	2.56836	10.7227	4.29129	12.8977	9.83144	12.6167	10.658	11.4496	11.3904
OCH1	11.1854	4.57751	7.74578	5.1965	13.7647	10.4467	11.0909	11.7549	11.8895	12.3481
HEM2	13.416	2.22465	8.03939	4.88314	9.46403	9.47333	14.9448	14.7525	10.2244	12.5777
YGL041W-A	8.13352	16.9222	7.15877	18.0447	10.8924	9.77468	6.64237	8.59495	6.94325	6.89318
DST1	8.98508	4.72815	9.08264	5.51055	11.8339	9.33805	10.7499	13.5964	11.2795	14.8958
RIM8	12.2157	8.23144	10.3512	6.23883	9.54852	10.237	9.29105	9.91353	13.1748	10.7979
ALG13	11.2345	7.90295	10.2658	8.54463	10.0016	11.2804	9.99996	10.617	10.7618	9.39126
RPT6	13.0491	3.29633	9.46953	5.2567	12.5238	9.91796	12.1263	11.9622	11.0408	11.3572
TIF4632	10.5736	5.16066	12.7524	6.30835	12.1273	9.98739	9.71101	11.3904	14.0271	7.96183
OLE1	9.72816	9.47937	12.6077	9.01816	10.1714	10.7804	9.02356	8.55191	12.8562	7.78324
SDS23	14.0801	5.57306	7.22758	7.16422	10.3532	14.6882	9.42098	10.4949	11.1999	9.79788
GEP7	8.39697	13.2265	9.72096	13.8946	9.06532	8.69029	8.93663	10.8849	7.16707	10.0167
PKP2	9.5443	15.561	11.1769	14.0912	7.75074	10.491	8.20344	7.85424	8.33243	6.99473
YBP2	8.10276	11.5606	9.44156	9.47894	9.17157	13.89	8.48578	9.54254	12.4923	7.83387
PYC1	11.9504	4.46363	7.65368	5.22153	10.5875	11.2328	12.6008	10.6072	10.8449	14.8374
PUS2	9.32699	12.8029	10.9061	13.8181	7.99032	9.71045	8.87279	8.40094	9.41552	8.75586
MRH4	9.07943	13.2887	10.6523	13.5526	8.20555	9.04252	9.468	9.57428	7.56127	9.57528
ALG2	9.87822	7.00898	9.37332	8.44969	11.2411	12.926	9.16493	10.9553	13.2772	7.72527
SGF73	9.01606	5.15257	9.16786	5.54243	13.8207	7.71663	8.31217	16.1633	11.3235	13.7847
NPY1	11.3311	8.54895	9.1191	8.6831	9.8775	9.42136	11.5002	10.6937	8.40768	12.4173
MNP1	9.10887	14.5326	9.56229	12.5549	10.8531	7.50146	7.31258	8.7993	8.87899	10.8959
HSF1	11.8115	5.68702	10.7102	5.95484	13.172	7.78605	8.24372	14.4013	8.44263	13.7907
MPS2	10.5787	4.59829	6.21525	5.91839	11.8319	10.1799	16.2092	10.8292	8.80394	14.8352
RPL7A	12.1596	4.95829	8.81637	6.93502	16.013	9.22093	9.65163	13.2797	10.3112	8.65431
DBP3	11.4109	5.82767	9.52061	5.12062	13.3297	12.1707	8.98367	10.9135	13.3257	9.39688
KXD1	8.74319	15.6274	9.54909	10.5769	10.847	8.87067	9.54327	7.33395	6.89505	12.0135
YGL082W	10.9061	8.16914	11.8849	6.48806	11.8091	11.2151	8.25261	10.6341	11.3608	9.28014
SCY1	10.1978	6.81705	8.97431	7.70323	11.5671	11.0819	9.39161	11.2351	12.2867	10.7451
GUP1	10.1478	6.94101	9.28876	8.30168	9.87377	12.0828	11.2978	10.5498	11.1798	10.3369
LCL3	9.857	11.7626	9.9844	12.0678	7.93764	9.91669	11.0098	9.56753	7.41238	10.4841
MMS2	12.035	5.6759	8.24543	4.98969	10.1407	9.4097	13.2438	11.5618	12.4841	12.2138
NBP35	14.3874	3.0459	7.07677	4.98703	15.3184	6.87091	12.3766	14.2321	7.77392	13.9311
NUP145	8.84423	9.2327	9.07848	7.8909	10.556	12.4472	8.92282	10.1224	12.6088	10.2964
PAN2	10.4542	4.50907	9.88941	5.41218	13.278	10.7109	10.8079	12.5386	11.327	11.0726
VPS45	9.15137	7.61352	8.90772	8.86012	11.1136	14.567	10.0823	8.82266	13.3409	7.54087
SRM1	9.39471	5.12329	9.1085	5.49602	12.9227	7.07114	8.92639	18.3247	9.48782	14.1448
USE1	10.6887	5.95658	11.4415	7.27454	12.0313	11.2729	10.078	9.60915	13.5251	8.1223
LSG1	10.2914	9.27808	10.5756	9.23699	10.2593	10.9439	10.0139	9.83342	9.66565	9.90181
SEH1	11.8758	4.00207	8.63791	5.69985	9.71545	11.1314	11.9679	13.4517	10.5979	12.92
YGL101W	10.5898	5.20947	7.91946	10.2072	11.6592	9.0872	11.2012	13.603	9.53549	10.9879
RPL28	12.2804	4.34564	10.4446	5.59318	12.7928	9.20185	11.1923	12.9822	10.4964	10.6707
VPS73	11.9401	6.12829	9.45087	7.29899	9.88722	13.5973	8.4329	11.6643	12.5146	9.0855
ARC1	11.569	6.23698	8.50756	6.56129	11.6017	9.10151	12.4003	11.036	10.5226	12.4631
MLC1	10.2566	5.44723	7.71975	7.08681	14.2788	12.5367	9.07451	11.7811	12.2257	9.59276
RMD9	9.30917	14.579	10.8877	15.8932	7.62628	9.65784	8.1488	8.94351	7.74037	7.2142
YGL108C	9.97257	8.49635	9.4321	7.49595	17.965	12.3216	3.46269	11.1293	15.2788	4.44564
NSA1	11.7391	5.45826	9.90463	5.75057	11.9772	9.65769	11.6238	11.0651	10.7256	12.098
TAF6	10.1825	6.0274	10.1254	6.72834	13.3878	8.57891	7.94425	14.3238	11.935	10.7666
SLD3	8.64416	8.7603	8.17514	5.50567	12.3794	13.9916	7.11807	11.4536	13.659	10.3131
YGL114W	13.9564	4.3455	8.55574	5.67551	11.3877	8.62138	12.7838	11.4486	8.49277	14.7326
SNF4	11.0421	4.65925	7.84421	5.93496	11.7636	11.5323	12.5628	12.7384	9.87555	12.0468
YGL117W	11.556	8.18416	5.82594	7.97058	14.9393	10.4057	6.97269	14.7256	11.0821	8.33796
COQ8	9.32703	13.5548	10.9033	13.0757	8.76497	9.01409	8.66516	8.74999	10.2715	7.67346
PRP43	11.8222	5.67764	10.6672	5.85179	12.2131	10.5715	10.492	12.9481	11.6104	8.14605
GPG1	9.14964	5.52316	5.01016	8.12128	13.0792	12.4213	8.65037	16.3084	13.2227	8.5138
RPS2	14.1909	3.7794	11.2535	5.20258	10.8161	9.08633	12.5249	12.8284	10.9515	9.36641
MET13	9.45267	6.23226	6.56184	8.60195	7.10318	16.8604	10.5722	9.31428	13.0395	12.2617
SCS3	9.70522	6.79478	10.9131	10.3576	7.92309	12.7366	9.45218	10.6554	13.6275	7.83454
RSM23	9.1599	15.365	10.2872	13.076	8.5394	8.21379	9.77531	8.44775	7.48219	9.65342
CEG1	12.0252	6.3386	11.3614	7.25685	12.1688	10.2275	8.68928	13.2511	9.44006	9.24118
ITC1	6.82477	12.1501	11.5724	15.5728	8.22659	10.3462	5.90105	12.303	9.96887	7.1342
RPL1B	12.8107	4.18219	9.86485	5.94516	12.5466	9.64394	10.7389	14.2531	9.76537	10.2492
MRM2	9.11297	14.3261	10.0972	13.6656	9.07353	9.22358	8.83565	8.65318	8.45276	8.55945
SEC27	12.8446	4.97882	11.7927	5.8831	10.3962	9.9585	11.8966	11.921	11.2647	9.06388
FLC3	13.3064	6.35208	11.0369	5.52768	14.1817	9.78371	9.31116	11.0245	10.3661	9.10987
YGL140C	10.262	7.53042	9.4142	7.73194	10.9558	10.9795	10.8419	10.0275	12.6925	9.56421
HUL5	10.2578	5.37595	6.23184	6.91074	13.1739	15.8215	9.16123	10.8562	12.6566	9.55428
GPI10	10.73	5.75164	9.35243	9.19247	9.10316	12.0658	11.0116	11.3597	11.1735	10.2597
MRF1	9.23224	15.5203	10.9434	13.963	8.1424	8.65665	8.0683	8.64438	8.96693	7.86236
TIP20	9.25269	7.4346	10.4381	9.63625	10.0856	13.2431	9.53915	10.3386	12.9007	7.13128
RRT6	10.4896	6.76806	8.90784	7.20781	9.67322	11.3	10.4125	10.4654	13.2543	11.5214
RPL9A	13.1691	4.52088	11.1379	5.51156	12.2091	8.95107	11.6946	12.6581	10.2057	9.94202
ARO2	12.2776	4.21077	9.36478	5.00972	13.3607	8.92566	11.4024	12.0895	10.7103	12.6485
INO80	9.31075	8.02987	9.12346	7.00033	15.075	7.90774	7.39936	14.697	10.1427	11.3138
NUT1	10.7651	4.93181	9.58998	6.22975	13.4654	9.82309	9.57724	13.9388	10.5777	11.1011
PEX14	9.13604	14.3792	11.5338	17.4996	12.3596	6.15143	5.74348	8.16929	7.3437	7.68387
AMS1	8.97809	5.92746	7.44498	7.03373	8.57881	13.4247	12.2942	9.76959	14.9474	11.601
YGL159W	12.2968	2.77201	7.30335	4.77247	11.1971	11.0714	12.7928	12.4379	12.1535	13.2028
AIM14	11.1029	4.58136	8.19384	6.32768	11.9354	12.452	9.55453	11.1188	13.2905	11.443
PMR1	12.0816	5.68754	8.9015	6.11572	12.8489	11.6687	9.19838	11.0428	13.6295	8.82543
SUA5	8.11133	14.273	11.3735	11.8308	8.63919	10.0471	8.40687	8.06475	10.3699	8.88348
ROK1	10.2236	5.93848	11.7405	6.91348	11.5012	10.3961	10.596	11.036	12.0734	9.58136
NUP49	11.4281	5.59745	6.68403	4.96271	12.8731	7.74739	17.2748	10.6295	6.20723	16.5956
XRN1	9.6981	5.57487	14.3431	6.97863	9.88564	10.3066	10.3377	11.4595	13.3894	8.02649
ATG1	9.49312	5.09992	8.62466	6.49937	8.84563	15.7633	11.5864	9.60163	13.1588	11.3272
GTS1	12.3487	4.7211	10.7928	5.504	12.6579	9.53996	11.5388	11.3098	10.5797	11.0073
YGL185C	9.70025	9.14644	9.02785	10.417	8.43741	13.1892	9.55993	10.2218	11.5363	8.76378
COX4	8.7373	13.9877	9.3478	10.9189	8.57161	8.55548	10.0396	8.30653	6.82338	14.7117
RPS26A	12.2676	2.84251	8.84325	5.61172	24.033	9.49998	5.23274	13.0034	13.1778	5.48797
CDC55	11.5588	4.13133	10.0647	5.22549	11.558	10.5803	12.4587	11.0561	12.3843	10.9822
COX13	8.01208	14.9616	7.07822	13.5978	11.5991	10.4237	8.05445	9.74162	6.70513	9.8263
GCN1	11.272	8.21227	6.95744	9.38768	10.488	16.1471	7.65002	9.21715	13.0496	7.61868
DSD1	18.2411	2.49644	5.07292	2.33158	18.727	8.82892	9.95104	13.836	11.6526	8.86245
MDS3	11.8985	4.18406	9.7025	5.9103	13.3314	9.76422	10.7548	11.6157	11.2342	11.6044
EMP24	10.5741	6.63781	9.87684	7.67271	8.90878	11.3407	12.2928	10.7657	11.682	10.2485
MCM6	12.9764	5.72121	8.44369	7.41244	12.387	10.4226	9.48434	12.4061	10.0373	10.7089
ARO8	12.2381	3.48629	7.94736	4.32016	12.4127	9.69498	13.0565	12.5407	10.822	13.4813
KEX1	11.0142	5.08944	10.4776	6.5828	11.5608	11.4572	10.9123	10.6846	10.9466	11.2745
POX1	8.49185	6.79934	10.0651	11.6948	9.65885	10.4506	8.68079	10.4175	12.9114	10.8299
CHC1	12.4499	4.95398	11.8146	6.62065	10.4273	11.5707	11.1789	11.1784	10.9328	8.87283
SPT16	10.6786	4.77765	10.0057	5.40785	12.7755	10.0963	11.0552	12.3332	11.9284	10.9417
SIP2	12.8096	4.37682	9.82966	5.14732	10.3126	10.4609	11.3183	13.7942	10.3825	11.5679
YPT32	9.53361	9.45687	9.44285	8.86171	11.6777	11.2933	8.53397	10.5685	11.7541	8.87747
VAM7	8.91596	6.69971	9.10255	7.18936	12.1338	10.8972	9.75024	13.0568	10.7538	11.5005
SKI8	11.7907	3.68824	9.78975	6.70177	11.1583	12.4532	10.9188	11.5864	11.5235	10.3894
MDM34	8.25955	13.7358	12.1602	13.6599	8.65033	8.10252	7.99182	8.89867	9.45394	9.08729
NIF3	10.5582	14.5514	11.7553	12.4373	7.31003	10.0641	8.9805	8.81149	8.50974	7.02185
OST5	10.3681	7.46627	9.52213	8.76738	10.5149	7.87898	10.3686	12.9697	9.26508	12.8789
MTC3	8.9721	11.4248	10.8118	11.8035	8.77987	8.57786	9.51715	11.0278	8.0817	11.0034
SHE10	8.74732	7.92964	10.063	8.32531	10.3997	11.7304	9.95762	10.4272	12.3522	10.0675
EMC4	9.99758	6.31105	9.3175	7.75724	10.6849	11.983	10.5891	11.4358	12.4917	9.43214
TAN1	12.354	4.39772	7.93955	4.60589	12.9753	9.19697	10.7787	13.6086	10.8109	13.3323
SEC15	10.5303	7.6219	16.6407	8.63763	9.40874	11.4739	9.36194	9.02732	10.7775	6.52014
"ADE5,7"	12.9153	3.23934	7.69344	4.25296	14.0002	8.55716	12.7431	12.4146	10.0682	14.1157
MTO1	11.0123	17.0432	10.3792	12.435	8.79183	6.86191	9.57642	8.30709	7.12659	8.46643
YGL242C	10.7719	3.91344	7.94353	5.03025	12.0903	10.3496	9.99878	13.4419	12.772	13.6882
RTF1	12.2612	6.35033	9.2366	6.58848	12.3058	9.32366	11.2166	11.0483	10.5768	11.0921
GUS1	12.8059	3.38713	9.45658	4.72989	10.9226	9.75286	14.5411	11.5437	11.4426	11.4177
RAI1	11.7214	5.34315	8.26565	6.08975	14.3788	10.7129	8.57171	11.506	11.6833	11.7275
BRR6	9.73753	7.10722	9.78516	8.25948	9.39055	11.1859	10.9342	11.8602	10.4592	11.2806
PDE1	10.6999	2.41516	8.91017	5.72308	11.049	8.90288	10.6397	14.9436	14.6796	12.037
RMR1	11.543	5.48468	9.43345	7.25682	9.46728	11.459	11.2542	11.0905	12.5231	10.4879
RTG2	14.6608	2.54856	7.21208	3.52193	13.6933	9.68585	13.0605	13.2217	11.3944	11.0009
