	pex19_1	pex19_2	pex19msp1_1	pex19msp1_2	pex3_1	pex3_2	pex3_3	pex3msp1_1	pex3msp1_2	pex3msp1_3
AIM39	9.42486	12.4828	10.2444	13.798	9.48931	9.42888	8.45543	9.80029	7.74291	9.13318
PSH1	11.4764	4.66098	9.24904	5.37276	13.2597	8.49806	11.3006	14.4777	9.73986	11.9649
THI20	9.96572	4.14428	5.61335	6.85406	9.89875	16.2964	11.8381	9.3849	14.5219	11.4825
YOL057W	11.632	3.21202	8.35046	4.83348	10.7707	10.7822	12.5914	12.2055	12.579	13.0432
ARG1	12.8571	4.00013	6.70725	5.02078	10.2588	11.3255	12.8691	13.5448	8.12231	15.2942
GPD2	11.6891	11.0931	10.3956	10.7445	9.32287	10.219	9.95517	8.47596	8.67346	9.43123
MAM3	11.8079	5.04909	7.67218	5.43441	12.2586	10.2305	12.5055	12.3839	10.5547	12.1033
PRS5	13.299	2.64153	6.21353	3.46445	15.0526	8.11508	12.673	14.9884	8.0342	15.5183
APM4	9.56505	9.09289	8.06608	9.78544	8.62106	14.5449	8.4577	11.1209	11.2338	9.51218
MET22	13.5106	2.94446	7.61748	4.50367	13.3048	10.0474	12.3596	11.5503	11.5099	12.6518
INP54	11.0756	5.12113	10.3275	7.16983	8.5263	11.6472	11.662	11.8874	12.0307	10.5523
NBA1	11.8069	8.53318	11.3759	7.63902	12.6769	9.62444	8.50828	11.0153	11.1561	7.66397
EMI5	8.60934	19.9894	9.9077	17.8291	8.1953	9.25509	5.99616	7.27771	7.11082	5.82939
YOL075C	9.94426	6.63787	9.99695	7.59008	10.6643	10.2468	12.0594	9.71333	9.61934	13.5278
MDM20	10.9477	7.09221	8.64251	7.74859	9.78612	11.4058	10.7028	11.6822	11.7046	10.2875
BRX1	11.0327	5.24922	8.67738	6.0793	10.8516	12.211	10.3685	14.0797	13.1012	8.34944
ATP19	8.52956	15.1636	9.30208	12.5581	12.2345	7.74769	6.43713	9.38855	8.04678	10.592
IRA2	12.282	6.25788	11.8103	7.82099	10.6462	10.9704	9.51265	11.3155	9.96741	9.41662
ATG34	5.37359	3.12781	6.30702	8.65457	5.61112	17.9711	12.0217	9.53459	20.2381	11.1603
PHM7	10.3134	7.7666	13.1781	8.21902	10.4155	11.2458	9.85234	8.3738	12.8353	7.80017
ADH1	13.5848	2.70426	8.89897	4.62987	10.1308	10.5219	15.3258	11.3263	10.7331	12.1442
YOL087C	12.4928	5.9394	10.7956	6.28654	11.3068	11.7232	9.48851	10.9519	10.8449	10.1703
MPD2	9.65918	4.97933	9.06894	7.83786	11.0784	12.089	10.6891	11.3676	12.4897	10.741
HAL9	9.40464	5.9265	8.37676	8.7991	13.9614	11.7046	6.6324	14.0796	11.6166	9.49838
MSH2	10.9116	5.40529	9.01387	4.90873	13.7256	8.23734	10.9977	13.5195	9.73321	13.5472
YOL092W	14.0401	8.23198	7.96007	7.39457	9.9258	8.44626	12.025	9.69507	7.14611	15.1351
RFC4	13.3328	3.26107	8.06374	5.56196	16.4705	8.77976	10.7351	14.0491	8.49984	11.2462
HMI1	8.9244	14.735	11.5731	14.4916	7.47053	9.1733	8.31311	8.44654	9.00475	7.86765
COQ3	8.73566	13.7143	12.3697	15.7186	8.54077	10.2584	7.40363	8.96895	7.54517	6.74481
WRS1	12.6965	4.08956	6.67246	4.29339	11.0489	9.77749	13.6587	12.6923	9.94089	15.1298
YOL098C	12.6774	7.05904	9.28128	7.03246	11.4777	9.50608	11.6757	10.9195	8.73814	11.6327
PKH2	11.0497	8.2214	9.37908	7.27243	13.4525	10.4951	9.12773	10.6752	9.35316	10.9737
YOL107W	13.5645	4.57514	9.11783	6.82063	11.0615	11.0176	11.755	11.9577	9.52146	10.6086
ZEO1	8.5254	8.64167	7.89604	10.554	17.1882	13.3954	5.43383	9.65156	12.869	5.8449
MDY2	8.49341	5.25962	10.1031	8.30409	12.1356	10.3802	9.91799	12.0344	14.2338	9.13768
SKM1	8.0975	8.98876	10.0884	8.83151	9.67207	11.1068	9.28487	10.2429	13.365	10.3222
PAP2	10.4274	4.64229	11.2128	6.01205	12.5327	9.25607	10.2927	11.5653	13.5544	10.5042
SMF1	11.8018	3.3997	10.041	5.56194	8.4495	10.9595	13.7172	10.1991	10.9676	14.9026
HRP1	10.7676	2.71846	9.45754	3.74983	12.6168	8.54403	12.486	13.6873	10.6126	15.3599
MDH2	12.6356	5.45127	10.6579	5.2631	9.29523	11.3719	13.0032	10.2467	13.2449	8.8302
RPL25	10.4943	4.95085	9.77523	5.63327	14.4997	10.8674	11.1673	12.3772	11.9637	8.27093
ALR1	10.8105	7.31546	10.3548	6.96185	11.9538	11.1338	9.18977	11.2423	11.0206	10.0172
RTC1	11.2964	6.21179	9.28971	6.27021	11.9121	8.36255	10.6824	11.2587	11.2892	13.427
CDC33	10.4807	4.4854	7.67232	4.56548	11.4513	12.3048	13.3376	10.927	12.0782	12.6972
ARG8	9.29548	16.8718	11.2002	14.876	7.08457	8.58595	8.99473	7.21999	8.46392	7.4073
RRP40	10.4976	4.42221	8.98538	6.52945	10.8364	9.96549	10.6806	13.5541	12.7774	11.7513
CTR9	12.8311	4.95469	8.79996	5.73425	14.4289	10.534	9.9343	12.3961	9.53661	10.8502
PEX11	8.13914	4.99021	14.185	22.1786	7.26447	3.50699	3.26073	13.0541	10.4807	12.94
DCP1	11.6554	6.47961	10.6356	8.35494	10.1782	11.8078	8.91058	10.4772	11.6075	9.89315
GRE2	13.2448	2.64364	10.3604	4.3125	12.7448	12.4643	12.1282	10.5561	14.0501	7.49507
FRE7	10.5834	9.60973	3.4462	5.55532	11.6943	7.30902	7.76729	13.8622	7.72993	22.4427
ALG6	12.1176	4.71251	10.4168	8.86047	8.67719	12.0726	10.6905	10.995	11.2396	10.2178
YSP3	10.5271	16.1665	12.7562	9.28053	8.73575	6.33261	9.71121	7.49415	10.1628	8.83317
SGT2	10.4631	3.62528	12.1873	6.17881	11.1917	10.8573	11.3502	10.6186	14.3766	9.15105
RTS1	10.0078	14.0318	11.838	7.9307	9.55637	12.3095	6.30452	7.99532	12.5149	7.51102
ERP4	11.2255	6.65404	10.8525	7.44857	9.09335	11.5463	11.1153	10.068	12.5615	9.43492
PET127	8.97785	13.9146	11.4786	14.1957	8.25902	8.88535	9.15637	8.85849	7.5182	8.75582
ROD1	13.9717	5.58308	9.31763	8.36037	9.32622	8.80617	11.5949	13.9289	7.6297	11.4813
HSP10	8.30937	14.9347	9.3846	13.1426	8.34247	9.64768	8.38394	9.30053	8.48196	10.0722
YOR020W-A	4.6614	19.0687	9.4005	17.9177	8.97313	10.6145	3.58401	8.51678	9.81524	7.44809
YOR021C	10.3259	6.32941	5.77388	7.19954	12.3502	13.334	10.967	11.1689	11.9053	10.6459
YOR022C	9.54154	15.1063	11.8529	14.2335	7.5511	9.24503	8.35104	7.77919	8.82137	7.51798
STI1	11.8891	2.89364	9.30521	4.58747	12.4368	10.6618	13.9868	11.3487	11.7608	11.1298
DFG16	7.63096	9.61567	8.84819	9.67708	10.9708	10.5291	6.14374	7.80704	15.6263	13.1512
AKR2	13.0399	7.44801	8.08669	6.47296	10.8508	12.9033	10.6552	10.7889	10.7337	9.02054
PEP12	10.7192	3.90938	7.85265	6.22836	13.9847	9.86823	11.4543	11.7112	12.2136	12.0584
CYC2	8.96913	10.8177	9.80112	10.7099	8.72445	8.88453	10.6187	10.0824	8.25851	13.1336
HIR2	9.88974	5.53719	10.4344	6.6366	14.5199	8.04568	9.27893	14.5797	9.36926	11.7086
CKB2	10.2798	4.56206	11.0881	6.52129	10.6797	9.59134	10.2057	14.5991	11.8251	10.6478
GLO4	10.0004	14.5004	12.3159	14.0492	6.64267	10.2222	8.68594	7.1902	9.04566	7.34736
CUE5	12.0156	5.10332	10.0764	5.72171	11.6187	9.18327	11.5583	11.0264	12.1411	11.5552
WHI2	9.93381	7.89729	10.8878	7.8482	8.52616	13.7589	10.0595	9.0338	12.8855	9.16902
DBP5	10.1084	7.02715	7.90389	7.98727	9.45933	13.0755	10.3375	10.4568	12.0827	11.5615
RAT1	12.1684	5.2562	11.083	6.67475	12.0339	8.38749	11.0148	12.7957	11.4361	9.14973
VHS3	13.9968	6.42606	13.449	4.73237	15.759	9.79629	8.79066	9.31392	9.25815	8.47786
NOB1	11.6308	4.71871	10.7322	5.17226	12.7939	10.7449	11.1155	11.6534	12.2579	9.18045
SGT1	11.1935	5.43133	7.2336	5.41866	10.808	12.2868	12.2517	11.3709	12.063	11.9425
YOR059C	10.7891	7.08617	10.3325	9.74305	8.36701	11.4601	10.3785	12.1545	10.6571	9.03183
CKA2	12.6415	4.71053	11.7519	6.01793	10.6209	11.7485	10.0237	12.9943	10.0799	9.41088
RPL3	12.1183	5.23248	10.7013	6.08343	11.9479	9.40184	11.4038	12.1846	11.0692	9.85721
YNG1	9.49023	6.37906	5.35939	6.26444	14.4903	8.46491	5.78709	17.4766	9.85124	16.4367
CYT1	9.56479	12.2414	9.3107	14.6568	10.5075	9.23638	8.28705	9.97209	7.27386	8.94944
MSA1	10.7618	6.30032	6.38322	5.18912	12.2954	8.87639	10.1897	12.3796	10.4198	17.2046
ALG8	9.75879	6.7402	9.13969	7.35462	10.7607	11.5165	10.8755	10.0119	12.6534	11.1887
VPS5	10.9138	5.79493	8.75577	6.60871	12.8117	14.0532	8.55157	10.226	13.7995	8.4849
GYP1	11.032	7.58825	9.45779	7.81652	10.144	10.8701	9.9235	11.7383	11.1186	10.3108
CDC21	10.4336	6.0942	10.4225	7.45128	9.89968	10.6682	11.6521	9.55267	11.413	12.4129
UFE1	11.6482	7.76703	11.2224	7.70967	10.8911	13.6991	6.84346	10.3018	13.044	6.87335
TGL5	12.4269	6.45626	8.49124	6.43111	10.762	10.8636	10.3481	11.2458	11.3202	11.6548
OST3	10.9844	6.45237	9.3657	7.24151	10.4252	11.3645	11.3987	11.6224	11.0535	10.0917
TCB1	8.93982	7.90302	10.6365	8.39566	10.0296	12.082	9.55269	9.6535	14.7698	8.03733
YVC1	10.6122	3.38366	8.18841	4.37018	14.99	8.21574	16.8362	10.4889	11.5134	11.4013
VPS21	9.21561	8.2549	9.32876	8.3701	8.46093	12.6568	9.76595	10.8877	12.7837	10.2755
PTC5	7.61902	16.9623	11.1287	14.8389	7.99298	8.64703	7.36493	8.64308	8.84098	7.96217
TMA46	11.54	6.31584	10.2277	7.41947	15.887	9.90974	8.69299	10.8391	11.6309	7.53737
YOR093C	10.1738	7.3796	9.62209	7.42161	9.51887	13.0063	10.3108	10.0236	13.2267	9.3166
ARF3	10.5522	7.11445	10.6915	8.62756	8.04915	11.7532	11.7747	10.1537	10.9616	10.3219
RKI1	13.9058	3.32869	8.41243	4.31152	11.0651	9.353	14.7072	11.7569	10.4829	12.6764
RPS7A	11.1466	4.46029	11.4018	5.53518	11.4493	10.6469	11.4394	13.5299	11.3005	9.09022
YOR097C	11.8279	8.34945	11.4459	9.41807	8.81084	10.7503	9.73812	11.6547	9.53189	8.47279
NUP1	9.13196	11.2524	8.45671	10.4436	10.9658	9.95453	7.26571	10.6805	11.1535	10.6953
KTR1	11.6918	5.6596	8.26223	5.72902	12.6487	10.5005	11.6799	11.0736	11.6772	11.0774
CRC1	11.2838	16.3177	8.82491	9.28729	9.61493	7.89912	9.77562	9.09911	6.96365	10.9339
RAS1	9.56536	10.5486	10.7386	8.64072	11.6096	12.6717	5.70322	10.2246	12.9652	7.33252
OST2	11.1785	5.85107	9.9709	7.98044	9.73175	12.4268	11.2423	12.0487	10.0059	9.56363
VAM3	10.5766	6.61217	8.38921	6.29703	14.399	10.6834	8.27555	13.029	12.2597	9.47828
LEU9	9.57452	15.0193	11.6714	15.3208	7.16044	8.81997	8.94685	7.92894	7.87506	7.68271
INP53	13.121	3.56678	6.09617	6.19398	13.4697	11.336	10.7369	10.1667	12.4387	12.874
TFC7	7.70456	6.82607	9.79514	8.59033	14.648	9.94056	8.48182	11.7271	10.0495	12.2368
YOR111W	10.6218	3.94635	9.10193	4.80374	10.7104	9.26624	13.2152	13.7381	11.7483	12.8479
CEX1	8.69538	9.08904	6.85392	12.1788	7.65056	20.6099	7.6761	6.91814	13.0397	7.28844
AZF1	10.7497	4.93825	9.56481	5.69282	15.2002	7.49934	7.95856	17.6831	8.22594	12.4873
TRS33	12.2557	5.10135	9.05046	6.56561	12.0552	10.1902	9.83216	12.0142	10.1997	12.7353
RPO31	11.2418	6.05289	8.80995	6.41941	13.4093	9.22844	9.55694	15.4917	9.20631	10.5834
RPT5	13.5456	3.28416	9.22498	4.44073	13.3744	8.81222	12.6883	11.7302	10.2422	12.6573
RTC5	12.8064	3.59271	8.71873	4.60006	13.1427	8.89101	13.851	9.94036	10.5734	13.8837
GCY1	12.0462	3.73092	10.543	4.78238	10.3695	10.5154	13.2171	10.3149	12.9655	11.5151
PFY1	10.706	8.17354	7.85149	7.35984	7.45525	11.5655	11.3714	11.2935	11.36	12.8634
LEO1	12.7364	4.36139	9.28743	5.43541	11.9507	9.08525	12.0085	11.312	12.9583	10.8646
UBP2	15.87	5.75134	7.45573	6.17032	14.0371	10.5697	10.8046	9.19907	11.2153	8.9269
CAT5	10.6594	12.4479	11.5421	11.9695	9.2547	9.35699	8.26845	9.21707	7.52535	9.75845
IAH1	11.2066	2.69513	7.76241	5.16886	10.4395	11.8218	10.8684	13.772	12.8722	13.3931
ADE2	13.6036	3.40444	10.4739	4.57256	12.9098	9.69854	12.8403	12.5336	9.01247	10.9508
AFI1	8.99111	7.31186	11.6425	9.52021	10.195	11.9298	8.78926	9.65773	13.9041	8.0585
ORT1	10.57	13.6821	10.0445	11.5383	7.96425	9.02372	10.0186	9.49934	7.53726	10.1219
YOR131C	8.72844	17.8131	10.4287	17.343	7.61864	9.69475	6.80297	7.40119	8.20566	5.96346
VPS17	12.1226	5.21436	9.57943	6.76995	10.5843	12.3235	10.2432	10.7079	13.2187	9.23595
IDH2	9.47482	14.3844	10.5603	14.0423	7.74524	8.79049	9.11369	8.72886	8.24583	8.91409
SIA1	12.6266	8.40473	10.5969	7.83404	10.2232	11.5121	10.1825	9.66808	10.2649	8.68683
RUP1	11.4551	7.79893	8.3231	6.24675	9.4348	16.7179	10.4039	7.56397	14.3059	7.74959
ARP8	9.5864	6.2679	9.03538	6.1778	15.5657	7.38451	8.36471	15.3738	10.1306	12.1132
LSC1	8.34129	15.8219	11.573	15.4382	7.05133	8.84456	8.28915	7.9306	8.50855	8.20141
THI80	12.258	3.00763	9.31257	5.20591	9.92575	7.60367	15.3499	12.9178	11.6253	12.7935
PNO1	10.9812	6.30774	9.53092	6.33199	11.7666	12.0974	9.01339	11.5578	12.6966	9.71643
MDM32	7.93025	11.7462	12.2591	12.3366	8.96876	8.70075	8.74154	9.86237	9.04449	10.41
SMP3	10.4478	6.48787	10.2788	8.30925	10.1106	12.7147	9.84893	10.6253	11.0823	10.0945
MRPL23	9.48946	13.7652	10.2151	12.2037	8.02736	9.37494	9.51749	10.079	7.62891	9.69888
RPB2	11.1633	4.74645	9.31702	6.6416	13.2692	8.64956	10.4603	14.4209	9.78754	11.5442
PDR5	9.13362	9.27347	9.84016	7.53464	12.6275	7.58114	10.5149	8.74994	11.6559	13.0888
SLP1	8.84776	8.23557	11.9294	12.8909	11.7157	14.4309	9.66036	8.39834	9.63839	4.25265
PUP1	12.6642	3.06501	10.3651	5.37899	10.9421	10.2249	14.0722	11.2519	9.98936	12.0462
PET123	8.77592	14.0456	9.56943	13.7047	10.5595	8.71912	8.3304	9.19409	8.31142	8.78986
PNS1	11.0625	7.75704	11.7939	8.9396	8.54208	9.83926	11.383	8.65984	12.7217	9.30105
DDP1	12.5324	5.76008	5.95087	5.45297	13.3736	10.3363	9.86107	13.3969	8.53201	14.8038
GET4	6.07088	7.28295	8.70398	10.6512	6.89174	21.0502	7.2305	8.22892	17.8592	6.03042
SEY1	9.58675	8.09193	10.5584	8.70921	9.54155	11.7976	10.2921	10.0717	12.3456	9.0053
GLN4	12.6239	3.27361	9.13931	4.73731	10.621	10.0267	14.2259	11.8743	11.0866	12.3913
LCB4	10.6951	6.6097	9.94005	6.90742	10.8877	10.3309	10.2968	11.0771	11.4727	11.7824
DCS2	12.0969	7.68399	9.57478	7.36033	9.73269	11.2918	11.4148	9.51933	11.8236	9.50178
ALE1	11.0039	6.5659	10.1523	8.56171	9.37261	12.7438	9.83362	11.0423	10.9111	9.8128
HEM15	9.14568	12.1084	10.6566	12.9281	8.34963	9.71066	9.6965	9.85577	8.64772	8.901
GAC1	6.83689	13.7374	6.81739	12.5845	5.4053	22.1889	5.91545	5.79842	14.4103	6.30552
LAS17	11.4015	4.84238	7.81753	6.48103	13.255	12.3165	10.7941	10.5602	12.1922	10.3397
SER1	11.2651	3.3731	8.19294	5.23193	10.9068	10.9599	13.2521	11.8027	11.1206	13.8948
TUF1	8.87162	16.7346	11.7289	15.107	6.91165	8.60061	8.42448	7.90135	8.14273	7.57713
IES4	8.05653	6.95346	8.09554	9.44777	15.8033	8.49639	5.10891	15.29	11.5093	11.2388
TOA1	9.34492	8.76068	8.53309	7.13559	9.97056	9.07321	12.0866	12.7546	10.0437	12.2971
SLK19	8.6732	6.35969	10.1881	8.12098	12.6469	10.9302	9.935	10.8588	13.2304	9.05664
LIP5	9.13508	15.1834	11.0664	14.6067	7.98159	7.81773	9.75762	8.16929	6.88691	9.39533
BFR1	10.475	4.71494	10.2864	6.80548	17.5965	10.6194	7.52206	12.9884	12.9262	6.06558
MRM1	9.63262	17.4171	9.75379	13.4532	10.1327	7.2321	8.16855	8.51769	7.34273	8.34945
DED1	11.0264	5.58174	10.1371	7.18569	10.0163	10.4381	11.5889	12.5513	10.9384	10.5361
GEP3	9.53987	15.6606	11.0759	13.0237	7.71228	8.26428	9.50681	8.48656	7.59745	9.13257
NOC2	10.0355	5.3934	9.87504	6.40071	14.2443	10.9612	8.97303	13.1115	12.8903	8.11499
RET1	11.6725	6.39843	8.46691	7.32039	12.7189	9.03189	9.44509	15.0101	9.89187	10.044
NPT1	11.9431	3.41046	7.49264	4.31657	11.3933	10.7355	13.3167	11.583	11.9588	13.8499
MGM1	8.91411	14.6008	11.1759	13.9265	8.72789	8.62481	8.37713	9.06645	8.10379	8.48258
STE4	9.71521	7.15876	10.0267	6.74524	9.54727	9.60519	13.4786	9.96167	10.9793	12.782
AIM41	9.8908	17.8989	7.55426	16.4576	14.1888	8.84401	6.53095	5.80993	7.42107	5.40371
RUD3	9.62668	10.7129	9.99602	8.28989	9.37488	10.4579	9.77448	11.0694	9.28147	11.4164
RFC1	10.1243	5.35988	9.43713	6.72728	12.9325	8.27726	10.3434	13.2923	9.92349	13.5824
STE13	11.2049	6.97749	9.16715	6.68016	13.1769	11.7633	10.0257	10.1587	11.3759	9.46983
RCN2	10.4346	5.17367	6.3371	5.64128	12.1623	11.3277	11.3235	12.2009	11.2478	14.1512
MCT1	8.39022	14.3692	11.4385	15.2131	6.99946	9.66812	8.40368	7.98961	9.72075	7.80728
ODC2	10.4294	14.6302	10.29	11.5012	9.36555	7.80073	9.34301	9.62669	7.29517	9.71796
YOR223W	12.6225	4.00355	9.73571	6.86647	11.0784	11.055	10.3681	12.3184	10.9887	10.9633
ISU2	9.16484	13.5461	13.5796	14.0523	7.22248	9.65111	9.52031	6.76616	7.56893	8.92807
HER1	11.7145	9.99976	10.9899	7.02103	14.4023	9.55011	7.24702	10.9879	9.59431	8.49317
YOR228C	10.8655	10.8934	10.9819	13.5922	7.52101	10.8484	9.73608	9.97694	7.6524	7.93221
WTM1	11.2308	5.0595	8.72662	5.87097	9.43238	12.4034	13.3567	10.6975	11.6817	11.5405
MGE1	7.65073	15.8631	9.75459	14.584	7.72638	9.27698	8.03123	9.21395	8.53342	9.36565
KIN4	10.3601	8.04822	11.5613	7.51972	10.7183	10.262	10.2569	10.2919	10.8769	10.1047
RPL33B	12.4193	4.44151	10.6417	5.30711	11.0208	8.71578	11.9223	13.3024	10.5174	11.7117
DFR1	9.217	13.5149	10.6587	14.5801	6.76672	10.5765	8.95343	8.82371	9.0173	7.89156
ABP140	12.8158	5.50063	8.63504	6.19202	11.5147	10.998	10.2272	11.2891	11.8048	11.0226
MET7	9.82336	16.0497	11.1817	13.0381	8.27147	9.37253	8.54082	7.6091	9.00917	7.10405
PUS7	9.3448	13.0587	11.6229	12.9071	9.89052	8.46881	9.50757	7.64975	9.44571	8.10416
DGA1	10.664	6.25998	9.90339	7.24195	10.2	10.5145	11.8337	11.209	11.4835	10.6899
YOR246C	12.8529	7.98019	9.8672	7.2397	11.3992	9.03057	10.4332	11.5921	10.4634	9.14147
CLP1	12.3513	6.1481	5.3248	8.55668	11.4012	15.7002	10.5342	7.73336	12.2762	9.97399
TUM1	9.48728	13.6542	10.4345	12.7096	8.01953	10.08	9.47899	8.3726	8.98959	8.77375
SEC63	10.1131	6.19298	9.8167	6.9289	11.9192	10.3794	11.2748	10.2165	12.5037	10.6547
TRE2	11.1668	4.75847	8.97505	5.78998	11.5611	11.0392	10.9633	10.8029	11.8784	13.0649
CDC31	8.7492	7.96263	7.9756	8.01674	10.3211	15.6088	8.59126	10.5113	14.116	8.14743
RPT4	13.3235	3.2856	8.23669	4.88994	11.8382	9.34228	12.8912	13.1518	9.97064	13.0702
GCD1	12.543	4.65852	8.99949	5.98427	12.0904	10.11	11.4721	12.8902	8.59373	12.6583
RPN8	12.0471	4.41472	10.1782	6.4769	9.1118	11.3814	11.6786	12.3636	11.5	10.8477
YOR262W	10.4336	8.77199	7.96604	8.6656	9.42038	12.6129	9.82726	10.4503	10.8729	10.9791
PNT1	10.006	11.8813	10.7012	11.2455	9.56565	8.17436	10.0446	9.9453	7.77007	10.6659
HRK1	10.856	5.81746	7.10607	5.86955	14.8999	9.91445	9.68842	13.0923	11.644	11.1118
VPH1	13.1959	4.06627	8.46032	4.82208	11.9418	9.23149	13.3038	11.2261	9.4136	14.3387
FSF1	9.6	12.6016	9.61938	10.7383	9.34887	8.98385	10.997	9.12098	9.04454	9.94537
YTM1	11.3893	5.26081	8.47446	6.09161	12.1014	10.5431	10.8766	12.2522	11.3291	11.6814
TPO4	8.88396	14.8531	9.82558	6.93222	12.6093	8.02591	10.3202	8.07661	10.3697	10.1033
MOD5	9.89744	12.4508	10.5316	13.5971	7.65359	9.91366	8.95313	9.00929	8.81253	9.18089
HEM4	12.2589	2.99166	6.9935	3.70239	12.4048	10.6396	13.2851	13.0118	10.9396	13.7726
FSH3	7.55729	7.56724	7.69482	9.57061	7.44549	16.0459	10.0717	10.8848	13.1499	10.0124
YOR283W	8.99848	10.5384	9.53942	9.56988	11.1526	10.3378	11.7098	10.2824	9.06733	8.8039
RDL1	7.47528	9.09555	11.1438	10.6041	8.42477	12.345	8.63782	9.52652	14.0059	8.74123
RDL2	7.50952	19.2986	9.78449	20.1126	9.11602	8.41188	5.87167	6.28713	8.20085	5.40725
RRP36	17.7847	8.24599	9.5402	9.06064	15.5066	5.43128	10.7229	9.76344	5.44473	8.49956
MPD1	7.84284	7.9294	10.5092	11.237	9.53273	11.0267	9.3033	10.7086	13.2066	8.70366
YOR289W	6.71592	10.9522	6.53811	10.1185	6.74585	18.5494	9.70007	8.0741	12.9277	9.67825
SNF2	9.38007	8.06655	9.34301	11.1576	12.0161	8.75213	7.79056	12.082	10.394	11.018
YPK9	12.5386	4.54336	8.93833	5.20556	10.6199	10.422	12.5232	12.4508	11.0475	11.7107
UAF30	8.54626	7.24532	9.13259	7.53611	12.6089	8.31158	8.56692	13.7745	10.6054	13.6724
YOR296W	9.51255	9.82794	10.9334	9.65172	8.95061	11.2999	9.50055	9.72154	11.2147	9.38705
TIM18	8.93517	13.8028	10.5506	11.5904	9.03991	8.71164	8.99912	9.24323	7.83343	11.2938
MBF1	9.69069	7.02843	8.87733	6.26083	10.4617	12.3359	9.87229	11.3785	12.6931	11.4012
BUD7	13.3283	3.61396	10.1068	5.73164	15.9162	9.5112	8.59393	12.3221	9.92671	10.9492
RAX1	8.63949	10.1774	11.3753	12.0129	7.26448	10.6405	10.3221	11.032	9.38574	9.15013
ISW2	9.51835	6.14628	9.0751	7.31155	14.0947	9.09983	7.55638	15.3338	10.6581	11.2059
RRG7	8.57375	15.7907	10.0381	16.8715	8.24887	9.20433	7.50461	8.64281	7.12469	8.00065
NOP58	12.1756	4.67236	11.0592	6.24091	11.9917	12.5378	8.34571	12.9834	14.8752	5.11809
DGK1	9.9629	8.12785	9.91414	9.83843	10.7656	11.4344	8.44827	11.2688	11.9936	8.24591
COT1	13.1691	5.35587	8.58157	5.42001	12.7578	9.94745	10.8584	12.8809	10.726	10.3029
FAA1	9.71025	8.16999	9.82481	9.29669	10.0658	10.0048	10.8184	9.90515	10.9242	11.2799
GNT1	11.7414	4.93595	7.19257	5.09671	14.3968	9.88608	11.4438	12.0346	10.1363	13.1358
PMT3	8.74433	6.26102	10.6046	9.72277	8.34878	12.3734	10.2595	11.1992	11.8883	10.5981
LDB19	10.3498	7.38456	11.6225	8.1506	9.68455	10.255	10.6842	10.7057	10.1211	11.0419
PRO2	13.9409	2.50691	8.7833	4.33923	12.8981	8.91722	13.9152	10.6213	11.5789	12.499
FRT1	9.22077	6.88164	11.1426	11.3717	9.62003	9.45696	7.44616	11.1314	13.2512	10.4775
MYO2	10.8038	7.56466	10.6523	7.91571	12.3438	12.0483	8.84626	9.95465	12.4947	7.37571
SNC2	7.19237	6.18819	7.35229	11.301	21.9168	14.1136	2.06588	8.61578	17.4218	3.83233
PDR10	8.38346	7.25442	10.6621	8.57631	8.33582	15.1537	11.4643	8.31521	13.2987	8.55596
MIP1	10.0527	11.7199	11.7413	12.7402	8.75373	9.16255	8.89747	9.46359	8.2166	9.25202
VMA4	14.0138	2.06258	6.77702	2.93131	15.0598	9.53216	14.1606	13.5145	8.37745	13.5707
MRS2	10.0148	13.3572	11.3369	12.0396	8.57858	8.70209	8.91878	10.0341	7.91515	9.10276
ALA1	11.0339	9.90529	9.712	8.55308	10.5778	9.03839	11.2199	9.43813	10.0366	10.4849
KRE5	8.26519	9.58731	12.0516	10.0634	9.55827	10.819	9.38661	8.89342	13.3855	7.9897
TEA1	11.4502	9.72219	10.1888	9.51995	8.32056	8.91422	11.0795	9.65574	8.81329	12.3355
RPA43	11.4305	4.58711	8.52593	5.3646	12.4767	8.5259	11.1539	14.0111	10.6296	13.2946
RPA190	10.6746	4.92374	9.83113	6.02305	11.7798	10.1057	10.3637	14.0892	10.9214	11.2877
PYK2	11.7527	4.22784	7.31049	5.28229	11.382	10.6203	11.409	12.5792	12.7803	12.656
PUT4	12.559	2.81967	7.67137	4.36082	15.2158	9.06114	12.5611	12.1788	8.37406	15.1983
MNE1	9.43729	14.3529	10.9953	13.0142	7.74856	9.85089	9.04998	8.96748	8.17473	8.40873
SOG2	8.30213	12.3237	3.74872	12.8957	6.93836	22.66	5.59133	5.70375	15.8474	5.98889
MSC6	9.76114	14.7877	10.1787	12.1758	8.95725	8.90075	9.58803	8.35881	8.2645	9.02738
CIR2	9.68169	10.549	11.7326	11.4188	9.4334	8.66473	10.1951	9.09197	8.38879	10.844
SNX3	13.1329	7.45294	8.1155	7.52778	8.62054	13.3397	8.01527	10.5444	13.6266	9.62434
PDE2	9.42677	5.09888	9.79432	6.63802	10.9253	12.1499	9.55092	14.3899	12.2738	9.7521
PRT1	12.6531	4.14345	8.924	5.10408	11.5624	9.1607	13.9926	11.6201	10.129	12.7106
PRE10	13.0737	4.81957	9.04791	6.89098	9.43614	10.9738	10.0503	13.9938	10.0822	11.6316
RPS12	11.1174	4.10492	11.2255	5.74886	12.1048	10.901	11.4062	12.3498	12.4517	8.5899
MRS6	10.977	5.44156	7.66075	6.58349	10.2986	9.67451	13.5005	12.1509	10.7194	12.9932
